####,,,,,,,,,,,
##################,,"India Pollution levels, State wise, 2014-2015",,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
stn_code,sampling_date,State_location,agency,type,p_value,so2,no2,pm2_rspm,location_monitoring_station,date,Year
426,14-10-15,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,35,"pm2 30,rspm 80","Roof of Traffic Tower, Badambadi, Cuttack",10/14/2015 0:00,2015
426,17-08-15,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,34,"pm2 30,rspm 73","Roof of Traffic Tower, Badambadi, Cuttack",8/17/2015 0:00,2015
426,10/6/2014,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,32,"pm2 30,rspm 58","Roof of Traffic Tower, Badambadi, Cuttack",6/10/2014 0:00,2014
426,19-11-15,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,32,"pm2 30,rspm 131","Roof of Traffic Tower, Badambadi, Cuttack",11/19/2015 0:00,2015
375,14-10-15,"Tamil Nadu,Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",,4,24,"pm2 30,rspm 51","Poniarajapuram, On the top of DEL, Coimbatore",10/14/2015 0:00,2015
237,20-11-15,"Tamil Nadu,Coimbatore",Tamilnadu State Pollution Control Board,Industrial Area,,4,20,"pm2 45,rspm 40","SIDCO Office, Coimbatore",11/20/2015 0:00,2015
229,21-04-15,"Odisha,Rayagada",Odisha State Pollution Control Board,Industrial Area,,4,20,"pm2 28,rspm 46","LPS High School, Jaykaypur",4/21/2015 0:00,2015
228,19-10-15,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,22,"pm2 30,rspm 45","Regional Office Orissa SPCB, Rayagada",10/19/2015 0:00,2015
228,7/11/2015,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,22,"pm2 30,rspm 45","Regional Office Orissa SPCB, Rayagada",11/7/2015 0:00,2015
425,26-08-14,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,21,"pm2 30,rspm 42","R.O. Cuttack Office, Surya Vihar, Cuttack",8/26/2014 0:00,2014
228,9/7/2015,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,20,"pm2 30,rspm 35","Regional Office Orissa SPCB, Rayagada",7/9/2015 0:00,2015
628,10/2/2015,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 30,rspm 80","Curchorem, Goa",2/10/2015 0:00,2015
628,19-02-15,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 30,rspm 77","Curchorem, Goa",2/19/2015 0:00,2015
630,21-11-15,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 30,rspm 78","Codli Tisk, Goa",11/21/2015 0:00,2015
631,20-03-15,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 30,rspm 75","Honda Junction, Goa",3/20/2015 0:00,2015
633,18-03-15,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 30,rspm 85","Amona, Goa",3/18/2015 0:00,2015
774,21-01-15,"Goa,Margao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 30,rspm 78",Margao Town,1/21/2015 0:00,2015
776,21-01-15,"Goa,Ponda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 30,rspm 85",Ponda Town,1/21/2015 0:00,2015
776,10/2/2015,"Goa,Ponda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 30,rspm 76",Ponda Town,2/10/2015 0:00,2015
633,25-02-15,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 29.8,rspm 80","Amona, Goa",2/25/2015 0:00,2015
55,1/5/2015,"Delhi,Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",,9,39,"pm2 29,rspm 209","Nizamuddin, Delhi",5/1/2015 0:00,2015
426,29-09-14,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,32,"pm2 29,rspm 78","Roof of Traffic Tower, Badambadi, Cuttack",9/29/2014 0:00,2014
228,23-03-15,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,24,"pm2 29,rspm 62","Regional Office Orissa SPCB, Rayagada",3/23/2015 0:00,2015
228,6/8/2015,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,23,"pm2 29,rspm 48","Regional Office Orissa SPCB, Rayagada",8/6/2015 0:00,2015
228,30-09-15,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,22,"pm2 29,rspm 45","Regional Office Orissa SPCB, Rayagada",9/30/2015 0:00,2015
229,3/3/2015,"Odisha,Rayagada",Odisha State Pollution Control Board,Industrial Area,,4,19,"pm2 24,rspm 42","LPS High School, Jaykaypur",3/3/2015 0:00,2015
228,1/10/2015,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,21,"pm2 29,rspm 43","Regional Office Orissa SPCB, Rayagada",10/1/2015 0:00,2015
228,26-11-15,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,21,"pm2 29,rspm 45","Regional Office Orissa SPCB, Rayagada",11/26/2015 0:00,2015
633,18-02-15,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 29,rspm 90","Amona, Goa",2/18/2015 0:00,2015
778,24-11-15,"Goa,Tilamol",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 29,rspm 78","Quepem, Tilamol",11/24/2015 0:00,2015
628,7/1/2015,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 29,rspm 77","Curchorem, Goa",1/7/2015 0:00,2015
628,24-02-15,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 29,rspm 83","Curchorem, Goa",2/24/2015 0:00,2015
628,4/3/2015,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 29,rspm 77","Curchorem, Goa",3/4/2015 0:00,2015
629,16-01-15,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 29,rspm 80","Usgao Plae, Junction",1/16/2015 0:00,2015
629,6/2/2015,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 29,rspm 77","Usgao Plae, Junction",2/6/2015 0:00,2015
629,20-02-15,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 29,rspm 72","Usgao Plae, Junction",2/20/2015 0:00,2015
632,3/1/2015,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 29,rspm 80","Bicholim, Goa",1/3/2015 0:00,2015
632,10/1/2015,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 29,rspm 84","Bicholim, Goa",1/10/2015 0:00,2015
632,13-02-15,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 29,rspm 76","Bicholim, Goa",2/13/2015 0:00,2015
774,9/1/2015,"Goa,Margao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 29,rspm 82",Margao Town,1/9/2015 0:00,2015
774,19-02-15,"Goa,Margao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 29,rspm 84",Margao Town,2/19/2015 0:00,2015
778,4/3/2015,"Goa,Tilamol",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 29,rspm 73","Quepem, Tilamol",3/4/2015 0:00,2015
632,30-01-15,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,8,"pm2 29,rspm 88","Bicholim, Goa",1/30/2015 0:00,2015
633,22-04-15,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 28.8,rspm 84","Amona, Goa",4/22/2015 0:00,2015
633,13-03-15,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 28.7,rspm 76","Amona, Goa",3/13/2015 0:00,2015
633,14-01-15,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 28.5,rspm 81","Amona, Goa",1/14/2015 0:00,2015
633,28-11-15,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 28.4,rspm 75","Amona, Goa",11/28/2015 0:00,2015
60,1/6/2015,"Delhi,Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",,9,45,"pm2 28,rspm 151","Siri Fort, Delhi",6/1/2015 0:00,2015
55,8/9/2015,"Delhi,Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",,9,44,"pm2 28,rspm 236","Nizamuddin, Delhi",9/8/2015 0:00,2015
375,6/5/2015,"Tamil Nadu,Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",,4,26,"pm2 28,rspm 53","Poniarajapuram, On the top of DEL, Coimbatore",5/6/2015 0:00,2015
229,11/8/2015,"Odisha,Rayagada",Odisha State Pollution Control Board,Industrial Area,,4,18,"pm2 19,rspm 28","LPS High School, Jaykaypur",8/11/2015 0:00,2015
228,9/11/2015,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,22,"pm2 28,rspm 48","Regional Office Orissa SPCB, Rayagada",11/9/2015 0:00,2015
632,17-04-15,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,11,"pm2 28,rspm 84","Bicholim, Goa",4/17/2015 0:00,2015
630,20-02-15,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 28,rspm 79","Codli Tisk, Goa",2/20/2015 0:00,2015
632,4/11/2015,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 28,rspm 80","Bicholim, Goa",11/4/2015 0:00,2015
634,12/6/2015,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 28,rspm 74","Assanora Junction, Goa",6/12/2015 0:00,2015
778,16-04-15,"Goa,Tilamol",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 28,rspm 81","Quepem, Tilamol",4/16/2015 0:00,2015
370,16-06-15,"Odisha,Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 28,rspm 129","Regional Office, ORPB, Rourkela",6/16/2015 0:00,2015
628,27-01-15,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 28,rspm 81","Curchorem, Goa",1/27/2015 0:00,2015
629,3/1/2015,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 28,rspm 77","Usgao Plae, Junction",1/3/2015 0:00,2015
629,10/1/2015,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 28,rspm 70","Usgao Plae, Junction",1/10/2015 0:00,2015
630,7/3/2015,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 28,rspm 76","Codli Tisk, Goa",3/7/2015 0:00,2015
631,8/1/2015,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 28,rspm 72","Honda Junction, Goa",1/8/2015 0:00,2015
631,17-04-15,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 28,rspm 69","Honda Junction, Goa",4/17/2015 0:00,2015
633,3/1/2015,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 28,rspm 80","Amona, Goa",1/3/2015 0:00,2015
634,22-01-15,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 28,rspm 71","Assanora Junction, Goa",1/22/2015 0:00,2015
634,17-04-15,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 28,rspm 73","Assanora Junction, Goa",4/17/2015 0:00,2015
774,3/2/2015,"Goa,Margao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 28,rspm 82",Margao Town,2/3/2015 0:00,2015
776,5/2/2015,"Goa,Ponda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 28,rspm 76",Ponda Town,2/5/2015 0:00,2015
776,12/2/2015,"Goa,Ponda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 28,rspm 80",Ponda Town,2/12/2015 0:00,2015
777,19-02-15,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 28,rspm 79","Near Railway Station at Kalem, Sanguem",2/19/2015 0:00,2015
777,4/3/2015,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 28,rspm 71","Near Railway Station at Kalem, Sanguem",3/4/2015 0:00,2015
633,28-01-15,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 27.9,rspm 88","Amona, Goa",1/28/2015 0:00,2015
633,11/2/2015,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 27.4,rspm 76","Amona, Goa",2/11/2015 0:00,2015
60,13-05-15,"Delhi,Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",,9,44,"pm2 27,rspm 50","Siri Fort, Delhi",5/13/2015 0:00,2015
426,10/9/2015,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,33,"pm2 27,rspm 82","Roof of Traffic Tower, Badambadi, Cuttack",9/10/2015 0:00,2015
426,4/5/2015,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,32,"pm2 27,rspm 82","Roof of Traffic Tower, Badambadi, Cuttack",5/4/2015 0:00,2015
426,28-09-15,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,31,"pm2 27,rspm 77","Roof of Traffic Tower, Badambadi, Cuttack",9/28/2015 0:00,2015
228,12/10/2015,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,24,"pm2 27,rspm 49","Regional Office Orissa SPCB, Rayagada",10/12/2015 0:00,2015
228,23-11-15,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,22,"pm2 27,rspm 50","Regional Office Orissa SPCB, Rayagada",11/23/2015 0:00,2015
628,29-12-15,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 27,rspm 76","Curchorem, Goa",12/29/2015 0:00,2015
631,18-02-15,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 27,rspm 78","Honda Junction, Goa",2/18/2015 0:00,2015
631,11/11/2015,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 27,rspm 67","Honda Junction, Goa",11/11/2015 0:00,2015
776,14-04-15,"Goa,Ponda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 27,rspm 79",Ponda Town,4/14/2015 0:00,2015
778,15-01-15,"Goa,Tilamol",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 27,rspm 78","Quepem, Tilamol",1/15/2015 0:00,2015
628,2/1/2015,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 27,rspm 70","Curchorem, Goa",1/2/2015 0:00,2015
628,12/2/2015,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 27,rspm 79","Curchorem, Goa",2/12/2015 0:00,2015
629,14-01-15,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 27,rspm 79","Usgao Plae, Junction",1/14/2015 0:00,2015
629,13-02-15,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 27,rspm 72","Usgao Plae, Junction",2/13/2015 0:00,2015
629,13-03-15,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 27,rspm 74","Usgao Plae, Junction",3/13/2015 0:00,2015
629,10/4/2015,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 27,rspm 78","Usgao Plae, Junction",4/10/2015 0:00,2015
630,30-01-15,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 27,rspm 84","Codli Tisk, Goa",1/30/2015 0:00,2015
631,20-01-15,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 27,rspm 71","Honda Junction, Goa",1/20/2015 0:00,2015
631,7/3/2015,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 27,rspm 71","Honda Junction, Goa",3/7/2015 0:00,2015
632,11/2/2015,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 27,rspm 69","Bicholim, Goa",2/11/2015 0:00,2015
632,20-02-15,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 27,rspm 74","Bicholim, Goa",2/20/2015 0:00,2015
774,3/4/2015,"Goa,Margao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 27,rspm 72",Margao Town,4/3/2015 0:00,2015
777,29-01-15,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 27,rspm 70","Near Railway Station at Kalem, Sanguem",1/29/2015 0:00,2015
777,3/2/2015,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 27,rspm 68","Near Railway Station at Kalem, Sanguem",2/3/2015 0:00,2015
777,4/6/2015,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 27,rspm 74","Near Railway Station at Kalem, Sanguem",6/4/2015 0:00,2015
778,3/2/2015,"Goa,Tilamol",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 27,rspm 72","Quepem, Tilamol",2/3/2015 0:00,2015
633,7/11/2015,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 26.6,rspm 69","Amona, Goa",11/7/2015 0:00,2015
633,27-02-15,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 26.4,rspm 83","Amona, Goa",2/27/2015 0:00,2015
633,13-02-15,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 26.3,rspm 79","Amona, Goa",2/13/2015 0:00,2015
633,11/3/2015,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 26.1,rspm 74","Amona, Goa",3/11/2015 0:00,2015
426,22-06-15,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,37,"pm2 26,rspm 71","Roof of Traffic Tower, Badambadi, Cuttack",6/22/2015 0:00,2015
426,4/6/2015,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,34,"pm2 26,rspm 86","Roof of Traffic Tower, Badambadi, Cuttack",6/4/2015 0:00,2015
426,20-08-15,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,33,"pm2 26,rspm 83","Roof of Traffic Tower, Badambadi, Cuttack",8/20/2015 0:00,2015
426,14-05-15,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,31,"pm2 26,rspm 72","Roof of Traffic Tower, Badambadi, Cuttack",5/14/2015 0:00,2015
425,15-05-15,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,29,"pm2 26,rspm 61","R.O. Cuttack Office, Surya Vihar, Cuttack",5/15/2015 0:00,2015
238,27-08-15,"Tamil Nadu,Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",,4,29,"pm2 26,rspm 34","Distt. Collector's Office, Coimbatore",8/27/2015 0:00,2015
238,21-05-15,"Tamil Nadu,Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",,4,27,"pm2 26,rspm 39","Distt. Collector's Office, Coimbatore",5/21/2015 0:00,2015
228,9/12/2015,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,24,"pm2 26,rspm 42","Regional Office Orissa SPCB, Rayagada",12/9/2015 0:00,2015
375,10/10/2015,"Tamil Nadu,Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",,4,24,"pm2 26,rspm 20","Poniarajapuram, On the top of DEL, Coimbatore",10/10/2015 0:00,2015
238,7/12/2015,"Tamil Nadu,Coimbatore",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",,4,23,"pm2 26,rspm 39","Distt. Collector's Office, Coimbatore",12/7/2015 0:00,2015
228,18-03-15,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,20,"pm2 26,rspm 53","Regional Office Orissa SPCB, Rayagada",3/18/2015 0:00,2015
229,29-05-15,"Odisha,Rayagada",Odisha State Pollution Control Board,Industrial Area,,4,15,"pm2 16,rspm 37","LPS High School, Jaykaypur",5/29/2015 0:00,2015
629,20-01-15,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 26,rspm 80","Usgao Plae, Junction",1/20/2015 0:00,2015
774,15-12-15,"Goa,Margao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 26,rspm 79",Margao Town,12/15/2015 0:00,2015
778,26-03-15,"Goa,Tilamol",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 26,rspm 76","Quepem, Tilamol",3/26/2015 0:00,2015
628,29-01-15,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 26,rspm 74","Curchorem, Goa",1/29/2015 0:00,2015
628,5/2/2015,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 26,rspm 71","Curchorem, Goa",2/5/2015 0:00,2015
629,4/2/2015,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 26,rspm 67","Usgao Plae, Junction",2/4/2015 0:00,2015
629,4/3/2015,"Goa,Usgao",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 26,rspm 68","Usgao Plae, Junction",3/4/2015 0:00,2015
630,18-02-15,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 26,rspm 70","Codli Tisk, Goa",2/18/2015 0:00,2015
630,17-04-15,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 26,rspm 68","Codli Tisk, Goa",4/17/2015 0:00,2015
631,30-01-15,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 26,rspm 71","Honda Junction, Goa",1/30/2015 0:00,2015
631,13-02-15,"Goa,Honda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 26,rspm 65","Honda Junction, Goa",2/13/2015 0:00,2015
633,3/4/2015,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 26,rspm 74","Amona, Goa",4/3/2015 0:00,2015
634,2/5/2015,"Goa,Assanora",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 26,rspm 67","Assanora Junction, Goa",5/2/2015 0:00,2015
776,7/1/2015,"Goa,Ponda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 26,rspm 68",Ponda Town,1/7/2015 0:00,2015
776,15-01-15,"Goa,Ponda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 26,rspm 72",Ponda Town,1/15/2015 0:00,2015
776,19-02-15,"Goa,Ponda",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 26,rspm 70",Ponda Town,2/19/2015 0:00,2015
777,16-04-15,"Goa,Sanguem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 26,rspm 74","Near Railway Station at Kalem, Sanguem",4/16/2015 0:00,2015
778,21-04-15,"Goa,Tilamol",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,9,"pm2 26,rspm 87","Quepem, Tilamol",4/21/2015 0:00,2015
633,17-10-15,"Goa,Amona",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 25.5,rspm 63","Amona, Goa",10/17/2015 0:00,2015
426,6/8/2015,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,35,"pm2 25,rspm 67","Roof of Traffic Tower, Badambadi, Cuttack",8/6/2015 0:00,2015
426,16-11-15,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,35,"pm2 25,rspm 110","Roof of Traffic Tower, Badambadi, Cuttack",11/16/2015 0:00,2015
426,2/11/2015,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,33,"pm2 25,rspm 81","Roof of Traffic Tower, Badambadi, Cuttack",11/2/2015 0:00,2015
426,13-08-15,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,32,"pm2 25,rspm 66","Roof of Traffic Tower, Badambadi, Cuttack",8/13/2015 0:00,2015
426,26-10-15,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,32,"pm2 25,rspm 83","Roof of Traffic Tower, Badambadi, Cuttack",10/26/2015 0:00,2015
426,15-10-14,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,28,"pm2 25,rspm 52","Roof of Traffic Tower, Badambadi, Cuttack",10/15/2014 0:00,2014
425,19-09-14,"Odisha,Cuttack",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,25,"pm2 25,rspm 43","R.O. Cuttack Office, Surya Vihar, Cuttack",9/19/2014 0:00,2014
228,5/10/2015,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,23,"pm2 25,rspm 40","Regional Office Orissa SPCB, Rayagada",10/5/2015 0:00,2015
228,11/3/2015,"Odisha,Rayagada",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,4,22,"pm2 25,rspm 57","Regional Office Orissa SPCB, Rayagada",3/11/2015 0:00,2015
632,18-03-15,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,12,"pm2 25,rspm 82","Bicholim, Goa",3/18/2015 0:00,2015
628,15-12-15,"Goa,Curchorem",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 25,rspm 75","Curchorem, Goa",12/15/2015 0:00,2015
630,4/11/2015,"Goa,Codli",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 25,rspm 76","Codli Tisk, Goa",11/4/2015 0:00,2015
632,24-04-15,"Goa,Bicholim",Goa State Pollution Control Board,"Residential, Rural and other Areas",,4,10,"pm2 25,rspm 78","Bicholim, Goa",4/24/2015 0:00,2015
