####,,,,,,,,,,,
##################,,"India Pollution levels, State wise, 2014-2015",,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
stn_code,sampling_date,State_location,agency,type,p_value,so2,no2,pm2_rspm,location_monitoring_station,date,Year
744,12/5/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,23.3,65.5,"pm2 78,rspm 181","APIIC Building, IDA, Pashamylaram",5/12/2014 0:00,2014
11,11/2/2015,"West Bengal,Howrah",West Bengal State Pollution Control Board,"Residential, Rural and other Areas",,23,68,"pm2 107,rspm 170","Bator, Howrah",2/11/2015 0:00,2015
84,30-09-15,"Madhya Pradesh,Nagda",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,23,29,"pm2 42,rspm 58","B C I Labour Club, Nagda",9/30/2015 0:00,2015
334,17-04-14,"Gujarat,Vadodara",Gujarat State Pollution Control Board,Industrial Area,,23,22,"pm2 37,rspm 86","CETP Nandesari, Vadodara",4/17/2014 0:00,2014
SAMP,12/11/2015,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,23,27,"pm2 36,rspm 87","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",11/12/2015 0:00,2015
SAMP,26-10-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,23,23,"pm2 36,rspm 83","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",10/26/2015 0:00,2015
SAMP,8/6/2015,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,23,25,"pm2 35,rspm 83","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",6/8/2015 0:00,2015
SAMP,17-08-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,23,25,"pm2 35,rspm 87","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",8/17/2015 0:00,2015
SAMP,10/9/2015,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,23,25,"pm2 35,rspm 79","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",9/10/2015 0:00,2015
SAMP,5/10/2015,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,23,23,"pm2 35,rspm 82","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",10/5/2015 0:00,2015
84,16-09-15,"Madhya Pradesh,Nagda",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,23,33,"pm2 33,rspm 51","B C I Labour Club, Nagda",9/16/2015 0:00,2015
SAMP,1/10/2015,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,23,26,"pm2 33,rspm 84","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",10/1/2015 0:00,2015
SAMP,13-08-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,23,26,"pm2 32,rspm 79","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",8/13/2015 0:00,2015
SAMP,3/9/2015,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,23,26,"pm2 32,rspm 86","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",9/3/2015 0:00,2015
253,1/9/2014,"Gujarat,Ankleshwar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,23,23,"pm2 31,rspm 91","Durga Traders, Bhavanafarm Society , Ankaleshwar",9/1/2014 0:00,2014
SAMP,28-05-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,23,27,"pm2 30,rspm 82","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",5/28/2015 0:00,2015
SAMP,11/5/2015,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,23,26,"pm2 29,rspm 92","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",5/11/2015 0:00,2015
SAMP,20-07-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,23,22,"pm2 29,rspm 77","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",7/20/2015 0:00,2015
691,23-12-15,"Odisha,Paradeep",Odisha State Pollution Control Board,Industrial Area,,23,13,"pm2 27,rspm 101",Over the STP of M/s IFFCO Ltd.,12/23/2015 0:00,2015
84,23-09-15,"Madhya Pradesh,Nagda",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,23,26,"pm2 21,rspm 45","B C I Labour Club, Nagda",9/23/2015 0:00,2015
744,2/5/2014,"Punjab,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,22.2,119.5,"pm2 82,rspm 162","APIIC Building, IDA, Pashamylaram",5/2/2014 0:00,2014
744,2/5/2015,"Punjab,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,10,119.5,"pm2 82,rspm 162","APIIC Building, IDA, Pashamylaram",5/2/2015 0:00,2015
744,2/3/2014,"Lucknow,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,22.2,107.9,"pm2 64,rspm 193","APIIC Building, IDA, Pashamylaram",3/2/2014 0:00,2014
744,2/3/2015,"Lucknow,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,7.5,107.9,"pm2 64,rspm 193","APIIC Building, IDA, Pashamylaram",3/2/2015 0:00,2015
744,25-12-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,22.1,69.2,"pm2 87,rspm 159","APIIC Building, IDA, Pashamylaram",12/25/2014 0:00,2014
744,26-01-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,22,83.6,"pm2 115,rspm 207","APIIC Building, IDA, Pashamylaram",1/26/2014 0:00,2014
11,15-12-15,"West Bengal,Howrah",West Bengal State Pollution Control Board,"Residential, Rural and other Areas",,22,57,"pm2 79,rspm 126","Bator, Howrah",12/15/2015 0:00,2015
558,11/12/2015,"Dadra & Nagar Haveli,Khadoli","Daman Diu, Dadra & Nagar Heveli Pollution Control Committee",Industrial Area,,22,34,"pm2 34,rspm 90","Khadoli Industrial Area, Village- Khadoli, Silvassa",12/11/2015 0:00,2015
560,11/12/2015,"Daman & Diu,Daman","Daman Diu, Dadra & Nagar Heveli Pollution Control Committee",Industrial Area,,22,34,"pm2 34,rspm 90","Kadaiya Industrial Area, Village- Kadaiya, Daman (Industrial Area)",12/11/2015 0:00,2015
252,5/1/2014,"Gujarat,Ankleshwar",Gujarat State Pollution Control Board,Industrial Area,,22,26,"pm2 34,rspm 87",Rallis India Ltd. Ankaleshwar,1/5/2014 0:00,2014
SAMP,24-08-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,22,25,"pm2 38,rspm 80","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",8/24/2015 0:00,2015
84,26-12-15,"Madhya Pradesh,Nagda",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,22,27,"pm2 37,rspm 59","B C I Labour Club, Nagda",12/26/2015 0:00,2015
SAMP,12/10/2015,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,22,24,"pm2 37,rspm 89","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",10/12/2015 0:00,2015
253,30-01-14,"Gujarat,Ankleshwar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,22,24,"pm2 35,rspm 88","Durga Traders, Bhavanafarm Society , Ankaleshwar",1/30/2014 0:00,2014
SAMP,23-11-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,22,26,"pm2 34,rspm 84","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",11/23/2015 0:00,2015
SAMP,17-09-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,22,25,"pm2 34,rspm 88","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",9/17/2015 0:00,2015
334,11/11/2015,"Gujarat,Vadodara",Gujarat State Pollution Control Board,Industrial Area,,22,21,"pm2 45,rspm 98","CETP Nandesari, Vadodara",11/11/2015 0:00,2015
253,20-01-14,"Gujarat,Ankleshwar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,22,22,"pm2 33,rspm 93","Durga Traders, Bhavanafarm Society , Ankaleshwar",1/20/2014 0:00,2014
692,1/12/2015,"Odisha,Paradeep",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,22,13,"pm2 33,rspm 88",Over the Guest House of M/s PPL,12/1/2015 0:00,2015
SAMP,26-11-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,22,24,"pm2 32,rspm 85","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",11/26/2015 0:00,2015
SAMP,9/6/2015,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,22,23,"pm2 32,rspm 82","GIDC OFFICE TERRACE, GIDC ESTATE JHAGADIA,ANKLESHWAR",6/9/2015 0:00,2015
23,1/9/2014,"Gujarat,Surat",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,22,19,"pm2 31,rspm 96","Near Air India Office, Surat",9/1/2014 0:00,2014
253,16-01-14,"Gujarat,Ankleshwar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,22,23,"pm2 30,rspm 96","Durga Traders, Bhavanafarm Society , Ankaleshwar",1/16/2014 0:00,2014
23,23-01-14,"Gujarat,Surat",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,22,23,"pm2 30,rspm 92","Near Air India Office, Surat",1/23/2014 0:00,2014
SAMP,2/11/2015,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,22,23,"pm2 30,rspm 84","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",11/2/2015 0:00,2015
82,24-12-15,"Madhya Pradesh,Nagda",Madhya Pradesh State Pollution Control Board,Industrial Area,,22,18,"pm2 47,rspm 58","Chemical Division Labour Club, Nagda",12/24/2015 0:00,2015
SAMP,25-06-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,22,20,"pm2 28,rspm 79","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",6/25/2015 0:00,2015
82,6/7/2015,"Madhya Pradesh,Nagda",Madhya Pradesh State Pollution Control Board,Industrial Area,,22,15,"pm2 33,rspm 54","Chemical Division Labour Club, Nagda",7/6/2015 0:00,2015
SAMP,28-07-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,22,24,"pm2 26,rspm 72","GIDC OFFICE TERRACE, GIDC ESTATE JHAGADIA,ANKLESHWAR",7/28/2015 0:00,2015
692,11/12/2015,"Odisha,Paradeep",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,22,14,"pm2 26,rspm 69",Over the Guest House of M/s PPL,12/11/2015 0:00,2015
319,5/2/2014,"Gujarat,Jamnagar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,21.93333333,24,"pm2 26,rspm 87","Fisheries Office, Jamnagar.",2/5/2014 0:00,2014
744,11/3/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,21.7,63.9,"pm2 81,rspm 182","APIIC Building, IDA, Pashamylaram",3/11/2014 0:00,2014
101,24-03-14,"Gujarat,Ahmedabad",Gujarat State Pollution Control Board,Industrial Area,,21.7,14.1,"pm2 33,rspm 83.66666667","Naroda, G.I.D.C., Ahmadabad",3/24/2014 0:00,2014
744,30-01-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,21.5,89.7,"pm2 80,rspm 194","APIIC Building, IDA, Pashamylaram",1/30/2014 0:00,2014
473,11/11/2015,"Rajasthan,Kolkata",West Bengal State Pollution Control Board,"Residential, Rural and other Areas",,21,118,"pm2 251,rspm 378","Moulali, Kolkata",11/11/2015 0:00,2015
531,5/11/2015,"Delhi,Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",,21,72,"pm2 117,rspm 161","Pritampura, Delhi",11/5/2015 0:00,2015
11,28-10-15,"West Bengal,Howrah",West Bengal State Pollution Control Board,"Residential, Rural and other Areas",,21,56,"pm2 95,rspm 155","Bator, Howrah",10/28/2015 0:00,2015
11,8/11/2015,"West Bengal,Howrah",West Bengal State Pollution Control Board,"Residential, Rural and other Areas",,21,45,"pm2 92,rspm 160","Bator, Howrah",11/8/2015 0:00,2015
11,7/5/2015,"West Bengal,Howrah",West Bengal State Pollution Control Board,"Residential, Rural and other Areas",,21,56,"pm2 71,rspm 133","Bator, Howrah",5/7/2015 0:00,2015
558,7/12/2015,"Dadra & Nagar Haveli,Khadoli","Daman Diu, Dadra & Nagar Heveli Pollution Control Committee",Industrial Area,,21,32,"pm2 36,rspm 91","Khadoli Industrial Area, Village- Khadoli, Silvassa",12/7/2015 0:00,2015
560,7/12/2015,"Daman & Diu,Daman","Daman Diu, Dadra & Nagar Heveli Pollution Control Committee",Industrial Area,,21,32,"pm2 36,rspm 91","Kadaiya Industrial Area, Village- Kadaiya, Daman (Industrial Area)",12/7/2015 0:00,2015
252,28-04-14,"Gujarat,Ankleshwar",Gujarat State Pollution Control Board,Industrial Area,,21,25,"pm2 38,rspm 99",Rallis India Ltd. Ankaleshwar,4/28/2014 0:00,2014
84,11/7/2015,"Madhya Pradesh,Nagda",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,21,33,"pm2 41,rspm 57","B C I Labour Club, Nagda",7/11/2015 0:00,2015
SAMP,23-10-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,21,22,"pm2 40,rspm 87","GIDC OFFICE TERRACE, GIDC ESTATE JHAGADIA,ANKLESHWAR",10/23/2015 0:00,2015
334,21-04-14,"Gujarat,Vadodara",Gujarat State Pollution Control Board,Industrial Area,,21,23,"pm2 48,rspm 79","CETP Nandesari, Vadodara",4/21/2014 0:00,2014
334,4/10/2014,"Gujarat,Vadodara",Gujarat State Pollution Control Board,Industrial Area,,21,23,"pm2 43,rspm 92","CETP Nandesari, Vadodara",10/4/2014 0:00,2014
334,2/10/2014,"Gujarat,Vadodara",Gujarat State Pollution Control Board,Industrial Area,,21,23,"pm2 26,rspm 80","CETP Nandesari, Vadodara",10/2/2014 0:00,2014
SAMP,7/9/2015,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,21,25,"pm2 38,rspm 89","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",9/7/2015 0:00,2015
SAMP,18-08-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,21,22,"pm2 38,rspm 90","GIDC OFFICE TERRACE, GIDC ESTATE JHAGADIA,ANKLESHWAR",8/18/2015 0:00,2015
23,1/6/2014,"Gujarat,Surat",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,21,18,"pm2 38,rspm 86","Near Air India Office, Surat",6/1/2014 0:00,2014
84,26-09-15,"Madhya Pradesh,Nagda",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,21,26,"pm2 37.2,rspm 56","B C I Labour Club, Nagda",9/26/2015 0:00,2015
334,5/1/2014,"Gujarat,Vadodara",Gujarat State Pollution Control Board,Industrial Area,,21,22,"pm2 41,rspm 86","CETP Nandesari, Vadodara",1/5/2014 0:00,2014
334,20-01-14,"Gujarat,Vadodara",Gujarat State Pollution Control Board,Industrial Area,,21,21,"pm2 41,rspm 99","CETP Nandesari, Vadodara",1/20/2014 0:00,2014
334,28-04-14,"Gujarat,Vadodara",Gujarat State Pollution Control Board,Industrial Area,,21,21,"pm2 29,rspm 91","CETP Nandesari, Vadodara",4/28/2014 0:00,2014
SAMP,24-09-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,21,25,"pm2 33,rspm 82","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",9/24/2015 0:00,2015
SAMP,25-08-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,21,24,"pm2 33,rspm 80","GIDC OFFICE TERRACE, GIDC ESTATE JHAGADIA,ANKLESHWAR",8/25/2015 0:00,2015
84,30-12-15,"Madhya Pradesh,Nagda",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,21,28,"pm2 32,rspm 57","B C I Labour Club, Nagda",12/30/2015 0:00,2015
SAMP,22-09-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,21,25,"pm2 30,rspm 85","GIDC OFFICE TERRACE, GIDC ESTATE JHAGADIA,ANKLESHWAR",9/22/2015 0:00,2015
SAMP,14-07-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,21,23,"pm2 30,rspm 81","GIDC OFFICE TERRACE, GIDC ESTATE JHAGADIA,ANKLESHWAR",7/14/2015 0:00,2015
307,30-12-15,"Tamil Nadu,Madurai",Tamilnadu State Pollution Control Board,Industrial Area,,21,19,"pm2 35.4,rspm 57","Fenner (I) Ltd. Employees Assiciation Building Kochadai, Madurai",12/30/2015 0:00,2015
84,12/9/2015,"Madhya Pradesh,Nagda",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,21,26,"pm2 29.4,rspm 54","B C I Labour Club, Nagda",9/12/2015 0:00,2015
253,23-01-14,"Gujarat,Ankleshwar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,21,21,"pm2 26,rspm 83","Durga Traders, Bhavanafarm Society , Ankaleshwar",1/23/2014 0:00,2014
253,1/6/2014,"Gujarat,Ankleshwar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,21,22,"pm2 23,rspm 83","Durga Traders, Bhavanafarm Society , Ankaleshwar",6/1/2014 0:00,2014
347,10/12/2015,"Gujarat,Ahmedabad",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",,21,27,"pm2 19,rspm 108","AZL Behrampura, Ahmadabad",12/10/2015 0:00,2015
101,27-03-14,"Gujarat,Ahmedabad",Gujarat State Pollution Control Board,Industrial Area,,20.98333333,15.05,"pm2 31,rspm 92.66666667","Naroda, G.I.D.C., Ahmadabad",3/27/2014 0:00,2014
319,4/8/2014,"Gujarat,Jamnagar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,20.85,25,"pm2 31,rspm 95","Fisheries Office, Jamnagar.",8/4/2014 0:00,2014
319,29-04-14,"Gujarat,Jamnagar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,20.81666667,23,"pm2 34,rspm 98","Fisheries Office, Jamnagar.",4/29/2014 0:00,2014
744,11/4/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,20.8,67.6,"pm2 74,rspm 179","APIIC Building, IDA, Pashamylaram",4/11/2014 0:00,2014
744,29-12-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,20.8,67.2,"pm2 90,rspm 164","APIIC Building, IDA, Pashamylaram",12/29/2014 0:00,2014
744,31-01-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,20.6,93.2,"pm2 84,rspm 166","APIIC Building, IDA, Pashamylaram",1/31/2014 0:00,2014
744,11/7/2014,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,20.6,60.4,"pm2 61,rspm 174","APIIC Building, IDA, Pashamylaram",7/11/2014 0:00,2014
319,15-04-14,"Gujarat,Jamnagar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,20.45,25,"pm2 34,rspm 89","Fisheries Office, Jamnagar.",4/15/2014 0:00,2014
319,4/4/2014,"Gujarat,Jamnagar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,20.36666667,24,"pm2 35,rspm 96","Fisheries Office, Jamnagar.",4/4/2014 0:00,2014
319,18-04-14,"Gujarat,Jamnagar",Gujarat State Pollution Control Board,"Residential, Rural and other Areas",,20.35,24,"pm2 30,rspm 93","Fisheries Office, Jamnagar.",4/18/2014 0:00,2014
744,21-12-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,20.2,80.4,"pm2 90,rspm 175","APIIC Building, IDA, Pashamylaram",12/21/2014 0:00,2014
744,19-12-14,"Telangana,Sangareddy",Andhra Pradesh State Pollution Control Board,Industrial Area,,20,77.4,"pm2 89,rspm 178","APIIC Building, IDA, Pashamylaram",12/19/2014 0:00,2014
11,24-10-15,"West Bengal,Howrah",West Bengal State Pollution Control Board,"Residential, Rural and other Areas",,20,55,"pm2 ,rspm 157","Bator, Howrah",10/24/2015 0:00,2015
11,22-01-15,"West Bengal,Howrah",West Bengal State Pollution Control Board,"Residential, Rural and other Areas",,20,48,"pm2 86,rspm 146","Bator, Howrah",1/22/2015 0:00,2015
11,5/11/2015,"West Bengal,Howrah",West Bengal State Pollution Control Board,"Residential, Rural and other Areas",,20,47,"pm2 86,rspm 156","Bator, Howrah",11/5/2015 0:00,2015
11,17-02-15,"West Bengal,Howrah",West Bengal State Pollution Control Board,"Residential, Rural and other Areas",,20,52,"pm2 83,rspm 153","Bator, Howrah",2/17/2015 0:00,2015
11,28-01-15,"West Bengal,Howrah",West Bengal State Pollution Control Board,"Residential, Rural and other Areas",,20,63,"pm2 76,rspm 140","Bator, Howrah",1/28/2015 0:00,2015
558,28-12-15,"Dadra & Nagar Haveli,Khadoli","Daman Diu, Dadra & Nagar Heveli Pollution Control Committee",Industrial Area,,20,33,"pm2 32,rspm 84","Khadoli Industrial Area, Village- Khadoli, Silvassa",12/28/2015 0:00,2015
560,28-12-15,"Daman & Diu,Daman","Daman Diu, Dadra & Nagar Heveli Pollution Control Committee",Industrial Area,,20,33,"pm2 32,rspm 84","Kadaiya Industrial Area, Village- Kadaiya, Daman (Industrial Area)",12/28/2015 0:00,2015
246,15-09-15,"Madhya Pradesh,Nagda",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,20,24,"pm2 46,rspm 64","Grasim Kalyan Kendra, Nagda",9/15/2015 0:00,2015
252,24-04-14,"Gujarat,Ankleshwar",Gujarat State Pollution Control Board,Industrial Area,,20,26,"pm2 32,rspm 86",Rallis India Ltd. Ankaleshwar,4/24/2014 0:00,2014
84,21-10-15,"Madhya Pradesh,Nagda",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,20,37,"pm2 42,rspm 47","B C I Labour Club, Nagda",10/21/2015 0:00,2015
SAMP,17-11-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,20,23,"pm2 42,rspm 89","GIDC OFFICE TERRACE, GIDC ESTATE JHAGADIA,ANKLESHWAR",11/17/2015 0:00,2015
84,19-12-15,"Madhya Pradesh,Nagda",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,20,35,"pm2 41,rspm 53","B C I Labour Club, Nagda",12/19/2015 0:00,2015
84,22-08-15,"Madhya Pradesh,Nagda",Madhya Pradesh State Pollution Control Board,"Residential, Rural and other Areas",,20,30,"pm2 41,rspm 56","B C I Labour Club, Nagda",8/22/2015 0:00,2015
SAMP,13-11-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,20,21,"pm2 40,rspm 87","GIDC OFFICE TERRACE, GIDC ESTATE JHAGADIA,ANKLESHWAR",11/13/2015 0:00,2015
334,24-04-14,"Gujarat,Vadodara",Gujarat State Pollution Control Board,Industrial Area,,20,23,"pm2 36,rspm 79","CETP Nandesari, Vadodara",4/24/2014 0:00,2014
334,4/3/2014,"Gujarat,Vadodara",Gujarat State Pollution Control Board,Industrial Area,,20,23,"pm2 32,rspm 90","CETP Nandesari, Vadodara",3/4/2014 0:00,2014
334,13-01-14,"Gujarat,Vadodara",Gujarat State Pollution Control Board,Industrial Area,,20,23,"pm2 30,rspm 81","CETP Nandesari, Vadodara",1/13/2014 0:00,2014
334,14-04-14,"Gujarat,Vadodara",Gujarat State Pollution Control Board,Industrial Area,,20,23,"pm2 29,rspm 89","CETP Nandesari, Vadodara",4/14/2014 0:00,2014
SAMP,22-10-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,20,25,"pm2 38,rspm 87","Panoli Ind.Asso. & Emergency Response Centre,Plot-913/10-20, GIDC, Panoli,ANKLESHWAR",10/22/2015 0:00,2015
692,26-12-15,"Odisha,Paradeep",Odisha State Pollution Control Board,"Residential, Rural and other Areas",,20,15,"pm2 37,rspm 137",Over the Guest House of M/s PPL,12/26/2015 0:00,2015
334,31-03-14,"Gujarat,Vadodara",Gujarat State Pollution Control Board,Industrial Area,,20,22,"pm2 38,rspm 97","CETP Nandesari, Vadodara",3/31/2014 0:00,2014
SAMP,14-08-15,"Gujarat,ANKLESHWAR",Gujarat State Pollution Control Board,RIRUO,,20,23,"pm2 36,rspm 84","GIDC OFFICE TERRACE, GIDC ESTATE JHAGADIA,ANKLESHWAR",8/14/2015 0:00,2015
